Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
4/30/14,56,SO2,Watson Lane,21-111-0051,AQS,5,38,56,12,30,.
5/1/14,87,SO2,Watson Lane,21-111-0051,AQS,5,45,87,16,51,.
5/2/14,59,SO2,Watson Lane,21-111-0051,AQS,5,35,59,12,32,.
5/3/14,74,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,7,50,74,18,37,.
5/4/14,80,Ozone,Watson Lane,21-111-0051,AQS,9,80,40,22,45,.
5/5/14,108,SO2,Watson Lane,21-111-0051,AQS,2,87,108,35,57,.
5/6/14,123,SO2,Watson Lane,21-111-0051,AQS,6,100,123,30,52,.
5/7/14,64,Ozone,BUCKNER,21-185-0004,AQS,6,64,40,31,48,.
5/8/14,110,SO2,Watson Lane,21-111-0051,AQS,5,49,110,28,53,.
5/9/14,60,SO2,Watson Lane,21-111-0051,AQS,5,39,60,23,46,.
5/10/14,38,Ozone,BUCKNER,21-185-0004,AQS,6,38,33,12,37,.
5/11/14,91,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,6,33,91,17,51,.
5/12/14,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,37,39,23,52,.
5/13/14,101,SO2,Watson Lane,21-111-0051,AQS,5,43,101,30,54,.
5/14/14,33,Ozone,Bates,21-111-0027,AQS,5,33,13,6,23,.
5/15/14,40,Ozone,Watson Lane,21-111-0051,AQS,5,40,6,6,32,.
5/16/14,42,Ozone,Watson Lane,21-111-0051,AQS,5,42,9,9,35,.
5/17/14,44,Ozone,Watson Lane,21-111-0051,AQS,5,44,3,10,41,18
5/18/14,61,Ozone,Watson Lane,21-111-0051,AQS,6,61,4,13,53,33
5/19/14,67,NO2,Durrett Lane (Near Road),21-111-0075,AQS,6,51,3,16,47,67
5/20/14,104,SO2,Watson Lane,21-111-0051,AQS,5,61,104,34,78,37
5/21/14,110,SO2,Watson Lane,21-111-0051,AQS,5,58,110,30,66,28
5/22/14,51,Ozone,Watson Lane,21-111-0051,AQS,5,51,6,17,40,46
5/23/14,58,Ozone,Watson Lane,21-111-0051,AQS,3,58,10,15,46,14
5/24/14,58,Ozone,Watson Lane,21-111-0051,AQS,5,58,3,12,42,21
5/25/14,56,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,47,3,18,56,27
5/26/14,91,SO2,Watson Lane,21-111-0051,AQS,9,61,91,25,80,24
5/27/14,71,SO2,Watson Lane,21-111-0051,AQS,6,58,71,28,66,26
5/28/14,63,PM2.5,Southwick,21-111-0043,AQS,6,47,24,28,63,33
5/29/14,56,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,44,44,21,56,21
5/30/14,59,PM2.5,Southwick,21-111-0043,AQS,5,43,7,21,59,26
5/31/14,58,Ozone,Watson Lane,21-111-0051,AQS,5,58,9,18,48,25
6/1/14,58,PM2.5,Southwick,21-111-0043,AQS,5,46,20,19,58,25
6/2/14,49,PM2.5,Southwick,21-111-0043,AQS,6,38,29,19,49,19
6/3/14,119,SO2,Watson Lane,21-111-0051,AQS,5,46,119,29,74,33
6/4/14,110,SO2,Watson Lane,21-111-0051,AQS,6,37,110,29,67,35
6/5/14,50,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,50,9,12,39,24
6/6/14,90,Ozone,CANNONS LANE,21-111-0067,AQS,6,90,6,19,56,27
6/7/14,84,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,84,9,17,57,25
6/8/14,54,Ozone,CANNONS LANE,21-111-0067,AQS,5,54,13,15,47,33
6/9/14,61,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,61,4,20,59,29
6/10/14,42,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,32,17,13,42,24
6/11/14,75,SO2,Watson Lane,21-111-0051,AQS,5,34,75,11,23,25
6/12/14,52,PM2.5,Watson Lane,21-111-0051,AQS,5,45,21,19,52,31
6/13/14,45,Ozone,Watson Lane,21-111-0051,AQS,5,45,9,18,44,35
6/14/14,71,Ozone,Watson Lane,21-111-0051,AQS,5,71,6,12,33,28
6/15/14,111,SO2,Watson Lane,21-111-0051,AQS,6,54,111,23,59,36
6/16/14,106,SO2,Watson Lane,21-111-0051,AQS,6,67,106,35,80,27
6/17/14,121,SO2,Watson Lane,21-111-0051,AQS,6,43,121,49,87,28
6/18/14,117,SO2,Watson Lane,21-111-0051,AQS,5,41,117,46,85,25
6/19/14,72,PM2.5,Watson Lane,21-111-0051,AQS,5,49,49,36,72,22
6/20/14,80,SO2,Watson Lane,21-111-0051,AQS,5,38,80,35,65,24
6/21/14,67,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,67,7,17,51,16
6/22/14,137,SO2,Watson Lane,21-111-0051,AQS,6,80,137,29,76,25
6/23/14,68,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,58,51,26,68,27
6/24/14,53,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,36,19,17,53,24
6/25/14,54,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,3,48,11,16,54,19
6/26/14,93,Ozone,Bates,21-111-0027,AQS,5,93,66,28,55,31
6/27/14,93,Ozone,CANNONS LANE,21-111-0067,AQS,6,93,51,30,68,36
6/28/14,53,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,30,40,16,53,20
6/29/14,42,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,3,33,37,10,42,16
6/30/14,79,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,36,23,40,79,19
7/1/14,120,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,58,103,69,120,20
7/2/14,64,SO2,Watson Lane,21-111-0051,AQS,5,44,64,19,58,23
7/3/14,32,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,27,9,13,32,11
7/4/14,144,PM2.5,Southwick,21-111-0043,AQS,5,44,4,53,144,25
7/5/14,88,PM2.5,Watson Lane,21-111-0051,AQS,6,58,6,32,88,25
7/6/14,118,SO2,Watson Lane,21-111-0051,AQS,5,58,118,24,64,25
7/7/14,96,SO2,Watson Lane,21-111-0051,AQS,6,45,96,29,74,32
7/8/14,56,PM2.5,Durrett Lane (Near Road),21-111-0075,AQS,5,54,47,16,56,23
7/9/14,117,SO2,Watson Lane,21-111-0051,AQS,3,44,117,19,47,22
7/10/14,54,Ozone,CANNONS LANE,21-111-0067,AQS,3,54,9,30,53,11
7/11/14,169,Ozone,CANNONS LANE,21-111-0067,AQS,5,169,44,25,63,26
7/12/14,133,SO2,Watson Lane,21-111-0051,AQS,8,87,133,34,81,34
7/13/14,134,SO2,Watson Lane,21-111-0051,AQS,5,44,134,50,96,19
7/14/14,64,Ozone,CANNONS LANE,21-111-0067,AQS,6,64,61,17,52,24
7/15/14,32,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,27,3,11,32,11
7/16/14,39,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,30,3,13,39,16
7/17/14,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,46,4,14,52,18
7/18/14,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,35,13,16,59,27
7/19/14,47,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,39,3,13,47,12
7/20/14,52,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,3,46,37,15,52,8
7/21/14,80,Ozone,Watson Lane,21-111-0051,AQS,5,80,16,25,66,14
7/22/14,77,Ozone,BUCKNER,21-185-0004,AQS,6,77,43,35,66,25
7/23/14,64,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,51,14,26,64,31
7/24/14,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,41,7,10,53,8
7/25/14,108,SO2,Watson Lane,21-111-0051,AQS,6,100,108,22,63,26
7/26/14,64,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,64,27,25,62,27
7/27/14,44,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,43,6,14,44,13
7/28/14,34,PM2.5,CANNONS LANE,21-111-0067,AQS,3,32,3,13,34,12
7/29/14,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,36,3,12,52,26
7/30/14,63,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,51,24,20,63,25
7/31/14,101,Ozone,BUCKNER,21-185-0004,AQS,8,101,41,28,74,42
8/1/14,136,Ozone,Watson Lane,21-111-0051,AQS,8,136,17,31,80,34
8/2/14,74,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,74,7,25,67,21
8/3/14,100,Ozone,Watson Lane,21-111-0051,AQS,8,100,10,25,73,24
8/4/14,143,Ozone,Watson Lane,21-111-0051,AQS,6,143,75,33,83,.
8/5/14,93,Ozone,BUCKNER,21-185-0004,AQS,8,93,30,37,87,36
8/6/14,90,PM2.5,CANNONS LANE,21-111-0067,AQS,7,64,6,35,90,42
8/7/14,60,PM2.5,Watson Lane,21-111-0051,AQS,.,48,6,19,60,23
8/8/14,59,PM2.5,CANNONS LANE,21-111-0067,AQS,6,32,3,17,59,25
8/9/14,53,PM2.5,Watson Lane,21-111-0051,AQS,5,31,3,16,53,14
8/10/14,60,PM2.5,Watson Lane,21-111-0051,AQS,5,51,13,18,60,22
8/11/14,64,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,41,29,25,64,25
8/12/14,63,PM2.5,CANNONS LANE,21-111-0067,AQS,5,41,3,19,63,26
8/13/14,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,42,17,16,51,21
8/14/14,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,44,13,24,53,29
8/15/14,47,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,46,11,19,47,.
8/16/14,64,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,45,21,24,64,28
8/17/14,58,PM2.5,CANNONS LANE,21-111-0067,AQS,6,25,4,16,58,14
8/18/14,43,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,32,7,12,43,23
8/19/14,85,SO2,Watson Lane,21-111-0051,AQS,7,58,85,23,65,.
8/20/14,72,SO2,Watson Lane,21-111-0051,AQS,6,51,72,27,58,36
8/21/14,103,SO2,Watson Lane,21-111-0051,AQS,5,46,103,41,70,25
8/22/14,106,SO2,Watson Lane,21-111-0051,AQS,5,47,106,47,77,30
8/23/14,55,PM2.5,Watson Lane,21-111-0051,AQS,5,45,54,27,55,20
8/24/14,49,PM2.5,CANNONS LANE,21-111-0067,AQS,1,45,7,18,49,18
8/25/14,71,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,61,20,31,71,25
8/26/14,97,Ozone,Watson Lane,21-111-0051,AQS,6,97,30,33,71,28
8/27/14,68,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,61,14,31,68,33
8/28/14,74,Ozone,Watson Lane,21-111-0051,AQS,5,74,7,24,59,28
8/29/14,80,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,80,27,26,67,32
8/30/14,70,PM2.5,CANNONS LANE,21-111-0067,AQS,6,46,40,27,70,23
8/31/14,31,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,23,10,7,31,9
9/1/14,61,SO2,Watson Lane,21-111-0051,AQS,3,25,61,31,59,15
9/2/14,55,SO2,Watson Lane,21-111-0051,AQS,5,36,55,21,53,20
9/3/14,71,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,71,19,22,57,27
9/4/14,84,Ozone,BUCKNER,21-185-0004,AQS,6,84,41,20,62,30
9/5/14,64,Ozone,BUCKNER,21-185-0004,AQS,7,64,61,24,58,29
9/6/14,47,PM2.5,Southwick,21-111-0043,AQS,6,36,6,14,47,31
9/7/14,45,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,41,6,10,45,21
9/8/14,61,Ozone,CANNONS LANE,21-111-0067,AQS,5,61,31,26,58,37
9/9/14,95,SO2,Watson Lane,21-111-0051,AQS,8,77,95,31,68,33
9/10/14,62,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,33,39,25,62,17
9/11/14,39,PM2.5,Southwick,21-111-0043,AQS,3,26,3,8,39,28
9/12/14,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,26,4,12,55,13
9/13/14,45,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,31,3,8,45,20
9/14/14,48,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,46,7,17,48,29
9/15/14,62,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,39,61,19,62,27
9/16/14,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,30,19,16,55,19
9/17/14,62,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,41,20,19,62,27
9/18/14,60,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,49,10,18,60,22
9/19/14,67,Ozone,Watson Lane,21-111-0051,AQS,8,67,7,20,66,40
9/20/14,82,SO2,Watson Lane,21-111-0051,AQS,8,44,82,27,66,29
9/21/14,46,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,34,9,15,46,15
9/22/14,42,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,28,16,8,42,22
9/23/14,48,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,39,24,17,48,33
9/24/14,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,44,44,20,53,39
9/25/14,50,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,50,23,21,50,45
9/26/14,61,Ozone,BUCKNER,21-185-0004,AQS,6,61,14,25,58,45
9/27/14,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,44,6,19,53,29
9/28/14,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,46,26,19,55,21
9/29/14,71,Ozone,Bates,21-111-0027,AQS,6,71,10,23,52,37
9/30/14,67,Ozone,Bates,21-111-0027,AQS,8,67,20,32,66,31
10/1/14,149,SO2,Watson Lane,21-111-0051,AQS,6,58,149,29,74,42
10/2/14,62,PM2.5,Southwick,21-111-0043,AQS,6,47,36,29,62,30
10/3/14,34,SO2,Watson Lane,21-111-0051,AQS,3,29,34,9,28,19
10/4/14,37,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,25,16,11,37,18
10/5/14,45,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,34,21,14,45,18
10/6/14,71,SO2,Watson Lane,21-111-0051,AQS,7,31,71,14,55,29
10/7/14,39,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,35,36,15,39,26
10/8/14,40,PM2.5,Southwick,21-111-0043,AQS,7,40,6,22,40,34
10/9/14,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,10,23,9,31,55,26
10/10/14,54,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,18,6,11,54,15
10/11/14,49,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,25,11,11,49,19
10/12/14,48,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,20,4,12,48,18
10/13/14,32,Ozone,Bates,21-111-0027,AQS,5,32,4,11,31,14
10/14/14,29,Ozone,Bates,21-111-0027,AQS,5,29,11,6,17,20
10/15/14,18,Ozone,Bates,21-111-0027,AQS,6,18,9,6,17,16
10/16/14,57,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,15,17,10,57,19
10/17/14,81,SO2,Watson Lane,21-111-0051,AQS,6,40,81,20,51,21
10/18/14,30,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,27,4,11,30,6
10/19/14,46,PM2.5,Watson Lane,21-111-0051,AQS,7,31,31,10,46,25
10/20/14,55,PM2.5,CANNONS LANE,21-111-0067,AQS,8,32,40,21,55,33
10/21/14,33,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,23,11,13,33,22
10/22/14,40,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,28,6,11,40,21
10/23/14,58,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,33,6,20,58,29
10/24/14,71,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,29,27,26,71,31
10/25/14,75,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,42,19,31,75,37
10/26/14,63,PM2.5,Watson Lane,21-111-0051,AQS,10,39,29,22,63,36
10/27/14,60,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,44,36,32,60,28
10/28/14,57,PM2.5,Watson Lane,21-111-0051,AQS,5,38,11,19,57,25
10/29/14,39,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,30,11,15,39,25
10/30/14,110,SO2,Watson Lane,21-111-0051,AQS,7,21,110,19,67,25
10/31/14,46,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,20,3,10,46,16
11/1/14,39,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,.,6,6,39,21
11/2/14,84,SO2,Watson Lane,21-111-0051,AQS,7,.,84,14,60,33
11/3/14,54,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,7,.,54,19,52,35
11/4/14,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,37,19,55,30
11/5/14,56,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,.,16,14,56,20
11/6/14,39,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,20,8,39,21
11/7/14,47,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,.,30,10,47,28
11/8/14,66,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,7,.,66,15,54,18
11/9/14,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,.,41,19,53,42
11/10/14,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,.,39,21,59,42
11/11/14,57,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,23,22,57,26
11/12/14,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,.,7,9,55,9
11/13/14,75,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,.,7,22,75,10
11/14/14,62,NO2,CANNONS LANE,21-111-0067,AQS,8,.,44,13,60,62
11/15/14,72,NO2,CANNONS LANE,21-111-0067,AQS,10,.,10,15,65,72
11/16/14,73,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,20,34,13,73,15
11/17/14,57,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,27,11,9,57,17
11/18/14,48,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,31,23,9,48,35
11/19/14,87,SO2,Watson Lane,21-111-0051,AQS,6,34,87,19,57,30
11/20/14,60,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,26,11,16,60,25
11/21/14,64,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,13,23,6,20,64,49
11/22/14,87,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,7,41,87,19,68,25
11/23/14,37,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,33,16,10,37,17
11/24/14,37,PM2.5,Watson Lane,21-111-0051,AQS,3,26,34,11,37,15
11/25/14,47,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,21,21,14,47,24
11/26/14,73,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,.,67,20,73,22
11/27/14,67,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,6,10,67,10
11/28/14,64,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,31,8,64,23
11/29/14,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,33,16,52,16
11/30/14,33,PM2.5,Watson Lane,21-111-0051,AQS,5,.,21,15,33,11
12/1/14,43,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,.,6,8,43,11
12/2/14,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,.,10,12,59,15
12/3/14,65,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,.,19,16,65,23
12/4/14,67,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,.,7,16,67,30
12/5/14,66,PM2.5,Watson Lane,21-111-0051,AQS,13,.,6,18,66,46
12/6/14,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,.,9,8,55,16
12/7/14,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,.,7,12,59,19
12/8/14,63,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,.,37,19,63,25
12/9/14,51,PM2.5,CANNONS LANE,21-111-0067,AQS,6,19,6,7,51,10
12/10/14,48,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,23,11,6,48,9
12/11/14,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,26,11,10,53,23
12/12/14,72,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,21,17,17,72,26
12/13/14,79,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,19,13,24,79,26
12/14/14,87,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,19,24,24,87,18
12/15/14,69,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,23,6,18,69,19
12/16/14,40,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,16,7,8,40,22
12/17/14,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,.,17,4,10,53,13
12/18/14,66,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,15,17,16,66,17
12/19/14,67,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,9,11,20,67,18
12/20/14,70,PM2.5,Watson Lane,21-111-0051,AQS,6,10,13,13,70,16
12/21/14,77,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,12,6,18,77,17
12/22/14,63,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,19,7,19,63,24
12/23/14,32,PM2.5,Watson Lane,21-111-0051,AQS,8,12,6,8,32,16
12/24/14,22,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,21,6,6,22,18
12/25/14,40,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,19,30,7,40,16
12/26/14,50,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,25,23,13,50,21
12/27/14,43,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,18,10,9,43,20
12/28/14,39,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,13,3,5,39,14
12/29/14,56,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,17,6,7,56,10
12/30/14,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,24,6,9,59,20
12/31/14,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,25,20,8,51,26
,,,,,,,,,,,
1/1/15,60,SO2,Watson Lane,21-111-0051,AQS,5,24,60,12,57,24
1/2/15,69,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,12,14,13,69,22
1/3/15,45,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,20,6,9,45,16
1/4/15,31,PM2.5,Watson Lane,21-111-0051,AQS,3,22,4,6,31,3
1/5/15,46,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,27,7,7,46,23
1/6/15,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,25,9,15,51,19
1/7/15,38,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,27,4,12,38,8
1/8/15,60,SO2,Watson Lane,21-111-0051,AQS,.,22,60,20,58,33
1/9/15,46,SO2,Watson Lane,21-111-0051,AQS,5,29,46,20,37,19
1/10/15,66,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,22,59,16,66,32
1/11/15,67,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,16,33,22,67,33
1/12/15,71,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,25,4,20,71,26
1/13/15,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,25,16,8,55,14
1/14/15,64,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,18,33,11,64,32
1/15/15,80,PM2.5,Watson Lane,21-111-0051,AQS,6,14,30,17,80,32
1/16/15,82,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,10,49,21,82,34
1/17/15,65,SO2,PSI/Duke Energy- Gallagher Network/ Bald Knob,18-043-0004,AQS,10,31,65,16,63,24
1/18/15,37,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,29,26,7,37,29
1/19/15,60,PM2.5,Watson Lane,21-111-0051,AQS,10,23,26,22,60,40
1/20/15,66,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,18,24,27,24,66,43
1/21/15,52,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,27,24,11,52,31
1/22/15,58,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,18,4,20,58,25
1/23/15,63,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,11,7,12,63,21
1/24/15,68,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,19,26,20,68,28
1/25/15,55,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,21,17,10,55,26
1/26/15,51,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,25,10,8,51,20
1/27/15,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,3,23,13,10,59,24
1/28/15,70,PM2.5,Southwick,21-111-0043,AQS,7,29,16,10,70,31
1/29/15,58,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,20,21,14,58,22
1/30/15,43,PM2.5,Southwick,21-111-0043,AQS,5,28,4,10,43,32
